user_id,conversation_id,conversation_timestamp,Topic_Label_Fine,Topic_Label_Coarse,asking_doing_expressing,work_coursework_personal,Multitasking,Complete_task_alone,User_Education,AI_Education,Clustering_Topic,Clustering_Topic_Theme,success_label,human_time_estimation,interaction_time_estimation,conversation_language,n_turns,avg_user_text_len,avg_asst_text_len,models_used
18279451,c39bab0d-9d04-44eb-a443-32684de12553,1701010468.37102,unclear,Other/Unknown,Expressing,Personal,No,Yes,2.0,0.0,Casual Greetings & Miscellaneous Small Talk,Content Creation,No,0.0,1.0,other,1.0,10.0,62.0,text-davinci-002-render-sha
18279451,fc5d727a-e28c-4932-9a22-7380a7e59c70,1700697791.406634,personal_writing_or_communication,Writing,Doing,Work,No,No,10.0,0.0,Creative Writing,Writing/Creative,No,0.0,5.0,en,1.0,576.0,338.0,text-davinci-002-render-sha
18279451,57c3ffbc-31d8-4b43-9c0e-82fcb0ea8594,1700660491.962986,personal_writing_or_communication,Writing,Doing,Coursework,No,Yes,12.0,14.0,Career Development & Job Search,Job/Career,No,5.0,36.0,en,9.0,726.1111111111111,1862.555555555556,text-davinci-002-render-sha
18279451,8205ca0d-4566-4245-83f5-37f6b194e71c,1700569630.091295,specific_info,Seeking Information,Doing,Coursework,No,Yes,12.0,12.0,"Music Streaming, Lyrics & Nigerian Gospel",Content Creation,No,2.0,45.0,en,15.0,673.4,1154.1333333333334,text-davinci-002-render-sha
18279451,c9c4528b-0727-469b-9fca-d04acce17212,1699907276.146697,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,16.0,16.0,Sports,Current Affairs,No,3.0,12.0,en,8.0,176.125,808.75,text-davinci-002-render-sha
18279451,a41c6599-517e-47b1-bd4c-5bd308eebabd,1699294568.450935,tutoring_or_teaching,Practical Guidance,Doing,Coursework,Yes,Yes,12.0,12.0,Personal Development & Goal Setting,Job/Career,No,1.0,25.0,en,3.0,9767.0,1413.0,text-davinci-002-render-sha
18279451,c54c1807-a2af-4b4f-bf43-bf2496bc734d,1698954246.185952,mathematical_calculation,Technical Help,Asking,Work,No,Yes,12.0,16.0,Career Development & Job Search,Job/Career,No,3.0,45.0,en,14.0,981.8571428571428,1743.4666666666667,text-davinci-002-render-sha
18279451,1728e5c9-7971-43ea-92e1-30810c9dc0e0,1698926344.158565,personal_writing_or_communication,Writing,Expressing,Work,No,Yes,8.0,8.0,Creative Writing,Writing/Creative,No,0.0,2.0,en,1.0,66.0,1311.0,text-davinci-002-render-sha
18279451,59a1a08b-6878-4fd9-8944-c97a40e37147,1698827365.14426,personal_writing_or_communication,Writing,Doing,Work,No,Yes,8.0,8.0,Creative Writing,Writing/Creative,Yes,0.0,3.0,en,4.0,276.0,135.5,text-davinci-002-render-sha
18279451,22af56eb-8793-40ea-83ad-28e45d24fe58,1698650335.433775,mathematical_calculation,Technical Help,Doing,Coursework,No,Yes,16.0,16.0,Engineering & Electronics Queries,Programming/Tech,No,3.0,9.0,en,2.0,928.0,2164.0,text-davinci-002-render-sha
18279451,b41fbd71-f277-45f2-ada1-0445f40e77c9,1698582920.946654,tutoring_or_teaching,Practical Guidance,Asking,Personal,No,Yes,10.0,10.0,Sports,Current Affairs,No,0.0,4.0,en,1.0,760.0,679.0,text-davinci-002-render-sha
18279451,376399a8-8366-4a93-a8cb-3e1bfbb852c7,1698373013.80073,personal_writing_or_communication,Writing,Doing,Personal,,,9.0,9.0,Creative Writing,Writing/Creative,No,0.0,4.0,en,1.0,897.0,697.0,text-davinci-002-render-sha
18279451,a6806d1d-8dff-4f19-a881-2a52c9c01584,1698017823.962584,personal_writing_or_communication,Writing,Doing,Work,No,Yes,12.0,14.0,Content Creation Help,Content Creation,No,3.0,54.0,en,24.0,317.2083333333333,1288.9166666666667,text-davinci-002-render-sha
18279451,024e28b8-27ea-4b15-a2f0-517eb9fa907f,1697530445.41672,how_to_advice,Practical Guidance,Asking,Work,No,Yes,12.0,14.0,Data Tools & Tech Platforms,Programming/Tech,No,3.0,25.0,en,42.0,42.76190476190476,1814.7619047619048,text-davinci-002-render-sha
18279451,25e11e53-15bc-441a-8ab0-97cc0ae88cf2,1697503090.540345,specific_info,Seeking Information,Asking,,Yes,No,12.0,14.0,Engineering & Electronics Queries,Programming/Tech,No,6.0,32.0,en,31.0,77.96774193548387,1393.0,text-davinci-002-render-sha
18279451,aa98b9ea-4a97-40c3-89e4-a8e520ee83a0,1697417898.08177,mathematical_calculation,Technical Help,Asking,Personal,No,Yes,6.0,6.0,Mathematical Problem Solving,Education/Academic,No,0.0,7.0,en,6.0,54.0,167.16666666666666,text-davinci-002-render-sha
18279451,585c2bf3-9a8c-42a5-a2fc-8e2b3bf25dce,1697196737.3134,personal_writing_or_communication,Writing,Doing,Work,Yes,Yes,10.0,10.0,Creative Writing,Writing/Creative,No,0.0,3.0,en,1.0,342.0,757.0,text-davinci-002-render-sha
18279451,60296e69-3cdc-4d6b-bef3-cb778bf7a7de,1696920715.130693,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,8.0,8.0,Creative Writing,Writing/Creative,No,0.0,10.0,en,8.0,135.375,208.75,text-davinci-002-render-sha
18279451,b17f67db-9b85-48de-9214-cf1c909ed650,1696888640.466901,how_to_advice,Practical Guidance,Asking,Work,No,Yes,12.0,14.0,Data Tools & Tech Platforms,Programming/Tech,No,1.0,3.0,en,2.0,102.5,3550.0,text-davinci-002-render-sha
18279451,6e95ddd8-5d3d-42f3-9867-560b937ec8f3,1696677915.565951,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,No,12.0,14.0,Data Tools & Tech Platforms,Programming/Tech,No,0.0,4.0,en,3.0,42.333333333333336,2009.0,text-davinci-002-render-sha
18279451,28a0ab3f-307d-402a-9fef-f9cbe9439940,1696343680.022177,argument_or_summary_generation,Writing,Asking,Coursework,No,Yes,12.0,0.0,Social Science Queries,Education/Academic,No,1.0,20.0,en,1.0,247.0,2126.0,text-davinci-002-render-sha
18279451,6e59c202-8800-4a00-82ec-a0c7b05ecbae,1696307986.433396,how_to_advice,Practical Guidance,Doing,Coursework,No,Yes,10.0,12.0,Creative Writing,Writing/Creative,No,3.0,20.0,en,8.0,327.5,606.75,text-davinci-002-render-sha
18279451,9c99a864-4282-49a6-8073-2268c873d11e,1696107076.292525,specific_info,Seeking Information,Asking,Personal,No,Yes,8.0,10.0,Name Generation & Personal Branding,Content Creation,No,2.0,19.0,en,22.0,32.95454545454545,363.8636363636364,text-davinci-002-render-sha
18279451,2782d8e7-9553-4299-a9cd-d7d3a8dd5fb8,1695961219.147148,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,10.0,6.0,Content Creation Help,Content Creation,Yes,0.0,4.0,en,3.0,216.0,65.0,text-davinci-002-render-sha
18279451,5e4b1785-02f0-48dc-a8f7-f1f7fd55e03a,1695848436.717517,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,8.0,14.0,Creative Writing,Writing/Creative,No,0.0,3.0,en,2.0,65.5,334.5,text-davinci-002-render-sha
18279451,d5326c33-141f-45d6-b109-e9db7bd05ec9,1695594863.16425,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,8.0,10.0,Creative Writing,Writing/Creative,Yes,0.0,4.0,en,2.0,223.0,844.0,text-davinci-002-render-sha
18279451,f3c3a6dd-a29f-4b9f-8cb0-ca335a290a2d,1695586978.26304,personal_writing_or_communication,Writing,Doing,Personal,Yes,Yes,6.0,8.0,Creative Writing,Writing/Creative,No,0.0,5.0,en,7.0,131.14285714285714,319.85714285714283,text-davinci-002-render-sha
18279451,b6592550-b160-4a6d-841d-38a48096eaa8,1695419619.823231,how_to_advice,Practical Guidance,Asking,Personal,No,Yes,16.0,16.0,Academic Writing,Education/Academic,No,20.0,20.0,en,6.0,540.6666666666666,2560.0,text-davinci-002-render-sha
18279451,46638458-2878-4031-b3ac-a233c84eff4b,1695381585.243512,personal_writing_or_communication,Writing,Doing,Work,No,No,12.0,12.0,Creative Writing,Writing/Creative,No,0.0,8.0,en,1.0,4423.0,1099.0,text-davinci-002-render-sha
18279451,087022d2-33a3-484e-b228-7a1cefabaa44,1695173042.205879,edit_or_critique_provided_text,Writing,Doing,Coursework,No,No,16.0,12.0,Academic Writing,Education/Academic,No,1.0,15.0,en,4.0,958.25,1718.5,text-davinci-002-render-sha
18279451,11cfaf79-a64c-40e7-9678-1e5602070b12,1694893341.344765,creative_ideation,Practical Guidance,Doing,Coursework,No,No,12.0,16.0,Academic Writing,Education/Academic,No,4.0,7.0,en,3.0,82.66666666666667,2227.75,text-davinci-002-render-sha
18279451,5f4e840a-ae99-47c0-867d-3e44b6db72ca,1694890169.009818,creative_ideation,Practical Guidance,Asking,Coursework,No,Yes,14.0,16.0,Academic Writing,Education/Academic,No,12.0,40.0,en,19.0,62.26315789473684,2357.157894736842,text-davinci-002-render-sha
18279451,e8fa9be2-12be-4f73-a66e-85fbd9b36132,1694693636.352207,personal_writing_or_communication,Writing,Doing,Work,Yes,Yes,12.0,14.0,Data Tools & Tech Platforms,Programming/Tech,Yes,2.0,12.0,en,10.0,316.8,794.5,text-davinci-002-render-sha
18279451,b4156bc2-2587-4c06-a7e2-fc82ade905d2,1694419562.932668,personal_writing_or_communication,Writing,Doing,Work,No,Yes,6.0,12.0,Creative Writing,Writing/Creative,No,1.0,15.0,en,12.0,90.91666666666669,725.9166666666666,text-davinci-002-render-sha
18279451,c2d9018a-8366-4662-a7b5-91f465c76347,1694206861.004108,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,8.0,8.0,Creative Writing,Writing/Creative,Yes,0.0,6.0,en,4.0,98.75,282.5,text-davinci-002-render-sha
18279451,fcc6d11b-5520-417a-8d16-15fa0695f3b8,1693769707.821828,personal_writing_or_communication,Writing,Asking,Work,No,Yes,12.0,12.0,Career Development & Job Search,Job/Career,No,0.0,2.0,en,1.0,133.0,2477.0,text-davinci-002-render-sha
18279451,f763d8a4-5b28-44e9-9f27-e809b8fcd6f1,1693632464.410116,personal_writing_or_communication,Writing,Doing,Work,No,Yes,8.0,10.0,Career Development & Job Search,Job/Career,No,1.0,20.0,en,7.0,874.7142857142857,1663.0,text-davinci-002-render-sha
18279451,986db5e8-0873-4d3d-ac1c-9f6deea2dd08,1693553520.627543,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,12.0,12.0,Medical & Science Queries,Health/Medical,No,3.0,15.0,en,7.0,59.0,1000.0,text-davinci-002-render-sha
18279451,f4aaf655-7c7b-4792-95e2-3073bb751ed5,1693552516.647583,personal_writing_or_communication,Writing,Doing,Work,No,Yes,12.0,12.0,Career Development & Job Search,Job/Career,Yes,1.0,20.0,en,5.0,868.4,1277.4,text-davinci-002-render-sha
18279451,94cf9a99-febe-4588-b1c8-22f21ddc2641,1693551193.33104,personal_writing_or_communication,Writing,Doing,Work,No,Yes,10.0,12.0,Career Development & Job Search,Job/Career,No,0.0,10.0,en,1.0,844.0,1710.0,text-davinci-002-render-sha
18279451,4de39117-0f15-49c1-a2af-74cfdcbeb3a0,1693397113.621932,personal_writing_or_communication,Writing,Doing,Work,,,8.0,8.0,Content Creation Help,Content Creation,No,0.0,3.0,en,1.0,290.0,271.0,text-davinci-002-render-sha
18279451,daa6dd1a-7b01-4f2a-b56e-3ff324dd5a94,1693240879.513515,personal_writing_or_communication,Writing,Doing,Work,No,Yes,16.0,12.0,Career Development & Job Search,Job/Career,No,1.0,15.0,en,4.0,811.75,1776.5,text-davinci-002-render-sha
18279451,24eb84ef-00bf-47ea-b32c-951b8f3cdaee,1692606000.83904,personal_writing_or_communication,Writing,Doing,Work,No,Yes,8.0,8.0,Creative Writing,Writing/Creative,No,0.0,3.0,en,3.0,40.333333333333336,88.0,text-davinci-002-render-sha
18279451,59792e7f-1058-4c94-84f0-80c26dc06869,1692534480.399283,unclear,Other/Unknown,Expressing,Work,No,Yes,12.0,16.0,Career Development & Job Search,Job/Career,No,5.0,30.0,en,5.0,170.6,3450.6666666666665,text-davinci-002-render-sha
18279451,f27afa55-b37e-46bb-8738-25f5f4c85077,1692473909.306948,personal_writing_or_communication,Writing,Doing,Personal,,,8.0,8.0,Creative Writing,Writing/Creative,No,0.0,3.0,en,3.0,82.0,174.33333333333334,text-davinci-002-render-sha
18279451,6f6f4961-7970-4c5b-bcb8-dd4a1d94fddc,1692385241.827813,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,6.0,6.0,Creative Writing,Writing/Creative,Yes,0.0,3.0,en,3.0,63.0,105.66666666666669,text-davinci-002-render-sha
18279451,5bdca331-b096-41a2-ad2d-86cc14207479,1692360985.480379,personal_writing_or_communication,Writing,Doing,Work,,,12.0,12.0,Career Development & Job Search,Job/Career,No,1.0,25.0,en,6.0,1354.8333333333333,2488.125,text-davinci-002-render-sha
18279451,fcb8e2d9-d3ae-4071-9067-34b43d30691c,1692274847.005077,data_analysis,Technical Help,Doing,Coursework,No,Yes,12.0,16.0,Academic Writing,Education/Academic,No,0.0,15.0,en,3.0,497.3333333333333,948.0,text-davinci-002-render-sha
18279451,4416f6b3-186d-42db-954c-be6fe8f27dbb,1692265992.872864,data_analysis,Technical Help,Doing,Work,No,Yes,12.0,12.0,Academic Writing,Education/Academic,No,1.0,4.0,en,1.0,363.0,1218.0,text-davinci-002-render-sha
