user_id,conversation_id,conversation_timestamp,Topic_Label_Fine,Topic_Label_Coarse,asking_doing_expressing,work_coursework_personal,Multitasking,Complete_task_alone,User_Education,AI_Education,Clustering_Topic,Clustering_Topic_Theme,success_label,human_time_estimation,interaction_time_estimation,conversation_language,n_turns,avg_user_text_len,avg_asst_text_len,models_used
24899493,690362fa-38a8-8320-b639-7c54957360dd,1761830157.147338,computer_programming,Technical Help,Doing,Coursework,No,Yes,12.0,14.0,Programming,Programming/Tech,No,0.0,9.0,en,2.0,426.5,644.6666666666666,gpt-5
24899493,69032f79-d508-8322-9005-c3b1172c2ead,1761817304.669926,computer_programming,Technical Help,Doing,Coursework,No,Yes,12.0,12.0,Programming,Programming/Tech,Yes,0.0,6.0,en,2.0,342.0,672.3333333333334,gpt-5
24899493,68f9f754-b9cc-8321-9ce8-d3eae943cd12,1761212245.238313,computer_programming,Technical Help,Doing,Coursework,No,Yes,12.0,0.0,Programming,Programming/Tech,No,0.0,5.0,en,1.0,216.0,504.0,gpt-5
24899493,68f334b2-94cc-8321-aefc-8325da3e6c47,1760769462.869146,generate_or_retrieve_other_media,Multimedia,Doing,Work,No,Yes,6.0,6.0,Job Related Queries,Job/Career,No,1.0,4.0,en,2.0,78.5,441.5,gpt-5
24899493,68f1b24a-9534-8324-befa-82efbfa22cb2,1760670854.22545,tutoring_or_teaching,Practical Guidance,Asking,Coursework,Yes,Yes,10.0,12.0,Mathematics,Education/Academic,No,1.0,7.0,en,4.0,32.25,2745.0,gpt-5
24899493,68ef5849-f84c-8320-b2b0-021aca98eada,1760516320.567645,generate_or_retrieve_other_media,Multimedia,Doing,Coursework,No,No,12.0,14.0,University Related,Education/Academic,No,3.0,9.0,en,4.0,41.75,714.125,gpt-5
24899493,68e739ac-c988-8320-a900-ba7684b05a19,1759984326.645518,tutoring_or_teaching,Practical Guidance,Doing,Coursework,No,Yes,12.0,13.0,Mathematics,Education/Academic,No,0.0,6.0,en,3.0,16.333333333333332,481.6666666666667,gpt-5;gpt-5-t-mini
24899493,68e64a5b-119c-8320-b461-4df8967f216a,1759923815.938188,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,No,10.0,12.0,Programming,Programming/Tech,No,0.0,7.0,en,6.0,23.0,1113.5,gpt-5
24899493,68de8d4a-3c90-8325-9ce2-9220b9fb2f3f,1759415680.279491,unclear,Other/Unknown,Expressing,Personal,Yes,Yes,0.0,0.0,,,No,0.0,0.0,en,1.0,120.0,1953.6666666666667,gpt-5
24899493,68dc1247-57c4-832f-ac90-08d5ec0f6aec,1759296288.283,greetings_and_chitchat,Self-Expression,Expressing,Personal,No,Yes,12.0,0.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,2.0,30.5,396.0,gpt-5
24899493,68da98f6-6198-832b-92a5-b66a1d5b83a2,1759156485.2443,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,No,8.0,12.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,1.0,39.0,865.0,gpt-5
24899493,68d8b29a-3404-8326-89eb-59f096d23257,1759031992.174494,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,No,6.0,6.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,1.0,56.0,603.5,gpt-5
24899493,68d68957-aeb8-8322-9f1a-66a36c94c0e6,1758933523.7,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,No,6.0,8.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,1.0,79.0,850.5,gpt-5
24899493,68d653f5-79e0-8320-b435-9c97d9acd388,1758876708.033463,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,0.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,1.0,54.0,820.5,gpt-5
24899493,68d4feea-bffc-8324-a6c1-97489e63fc2e,1758789661.999921,generate_or_retrieve_other_media,Multimedia,Doing,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,Yes,4.0,15.0,en,11.0,26.363636363636363,1124.5263157894738,gpt-5
24899493,68d4d260-be9c-8326-b104-ba27cdb5a652,1758777959.693086,tutoring_or_teaching,Practical Guidance,Doing,Coursework,No,Yes,8.0,12.0,Mathematics,Education/Academic,No,0.0,2.0,en,1.0,96.0,1437.5,gpt-5
24899493,68d17528-31e8-8325-b9e8-3cbf24d722d6,1758601630.955,computer_programming,Technical Help,Doing,Coursework,No,Yes,10.0,0.0,Programming,Programming/Tech,No,4.0,26.0,en,13.0,32.30769230769231,1137.428571428571,gpt-5
24899493,68d1271f-3704-8321-9188-e6766590b24d,1758581475.83,computer_programming,Technical Help,Doing,Coursework,,,12.0,0.0,Programming,Programming/Tech,No,0.0,30.0,en,9.0,200.77777777777777,1378.6,gpt-5
24899493,68d02f78-2d30-8328-a69d-00d04a49fab9,1758474140.531542,unclear,Other/Unknown,Expressing,Personal,No,No,0.0,0.0,,,No,0.0,0.0,en,1.0,52.0,1148.5,gpt-5
24899493,68ccf3fc-8014-832f-b32a-b04b13bb3f68,1758262281.21924,unclear,Other/Unknown,Expressing,Personal,,,0.0,0.0,,,No,0.0,1.0,other,1.0,13.0,1250.5,gpt-5
24899493,68ccf39c-7044-8320-84f9-a29b2e5c4609,1758305373.167,purchasable_products,Seeking Information,Asking,Personal,Yes,No,8.0,0.0,Health & Wellness,Health/Medical,No,2.0,2.0,en,2.0,44.0,1318.25,gpt-5
24899493,68ccf297-41dc-8320-93f3-b2790e5f749b,1758305092.784,specific_info,Seeking Information,Asking,Personal,No,Yes,6.0,6.0,Innovative Food Recipes,Health/Medical,No,0.0,2.0,en,1.0,25.0,531.5,gpt-5
24899493,68ca8fd1-3fa0-8327-9d59-1e1630d0e92e,1758148799.169,health_fitness_beauty_or_self_care,Practical Guidance,Expressing,Personal,No,No,6.0,0.0,Health & Wellness,Health/Medical,No,0.0,1.0,en,2.0,11.5,880.6666666666666,gpt-5
24899493,68ca5868-4b84-8327-a8d1-da103ed5f2ef,1758134604.827,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,0.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,2.0,26.0,310.3333333333333,gpt-5;gpt-5-t-mini
24899493,68c95f0a-32d4-8322-b181-f8e49beb2236,1758027542.193926,health_fitness_beauty_or_self_care,Practical Guidance,Expressing,Personal,No,Yes,2.0,0.0,Health & Wellness,Health/Medical,No,0.0,1.0,en,1.0,30.0,618.5,gpt-5
24899493,68c7b83d-4bd8-832a-91bb-ba102902c857,1757962841.716,purchasable_products,Seeking Information,Asking,Personal,No,Yes,6.0,0.0,Health & Wellness,Health/Medical,No,1.0,6.0,en,3.0,67.0,1441.857142857143,gpt-5
24899493,68c6bc61-3250-8327-b92b-551d559ddce2,1757854837.973017,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,1.0,en,1.0,20.0,694.0,gpt-5
24899493,68c6bae6-b774-8320-9582-17dd642bc508,1757854450.761197,health_fitness_beauty_or_self_care,Practical Guidance,Expressing,Personal,No,Yes,0.0,0.0,Health & Wellness,Health/Medical,No,1.0,1.0,en,1.0,30.0,611.0,gpt-5
24899493,68c43b7e-9674-8333-bf26-328f1d85f2de,1757690960.80571,purchasable_products,Seeking Information,Asking,Personal,No,No,4.0,12.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,2.0,40.0,790.3333333333334,gpt-5
24899493,68c0499b-5ff0-8329-a414-374e9b57f99f,1757432265.996113,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,en,1.0,49.0,788.5,gpt-5
24899493,68c026d2-8dd4-8321-9dbf-6069267cdba8,1757423409.33519,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,10.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,2.0,33.5,1133.6666666666667,gpt-5
24899493,68bd63b7-3600-8332-aaab-4e866ee793ba,1757242454.906285,health_fitness_beauty_or_self_care,Practical Guidance,,Personal,Yes,No,8.0,12.0,Health & Wellness,Health/Medical,No,1.0,3.0,en,3.0,27.33333333333333,1195.0,gpt-5
24899493,68b86364-8428-8333-86b8-3656ba97e4a8,1756957834.901,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,0.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,2.0,52.5,763.3333333333334,gpt-5
24899493,68b27bb0-fb98-8323-825c-ff18f7091bf3,1756527546.06165,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,en,1.0,39.0,587.0,gpt-5
24899493,68b03d59-f96c-8320-9037-16bea1fbac7a,1756380583.35307,health_fitness_beauty_or_self_care,Practical Guidance,Doing,Personal,No,Yes,0.0,12.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,2.0,18.5,1002.3333333333334,gpt-5
24899493,68ae9325-ecf8-8332-bc6d-131a8ae7523c,1756271407.957563,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,0.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,1.0,20.0,979.5,gpt-5
24899493,68addcab-41a0-832e-8a3b-098e73f0c7b5,1756224752.734246,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,Yes,0.0,1.0,en,1.0,54.0,553.5,gpt-5
24899493,68ac2390-ca08-8329-b401-11cd6da9e579,1756111782.940251,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,1.0,en,1.0,29.0,835.0,gpt-5
24899493,68aaace6-2488-8324-b48e-a9a38c3ec928,1756015971.059083,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,No,1.0,3.0,en,2.0,19.0,1153.3333333333333,gpt-5
24899493,68aaab79-13bc-8324-9daf-70094f57dac0,1756015726.227238,health_fitness_beauty_or_self_care,Practical Guidance,,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,No,3.0,6.0,en,4.0,14.5,1452.2857142857142,gpt-5
24899493,68aaa78e-1944-8328-9a1b-465e42f36763,1756014691.064731,create_an_image,Multimedia,Doing,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,No,3.0,6.0,en,3.0,27.33333333333333,1497.571428571429,gpt-5
24899493,68aa3018-11c0-832c-b347-8658a691ca31,1755984166.354715,purchasable_products,Seeking Information,,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,No,4.0,8.0,en,4.0,20.75,1582.5555555555557,gpt-5
24899493,68a95ec1-65d0-8322-97a5-d86da8f0f179,1755930334.38858,purchasable_products,Seeking Information,Asking,Personal,No,No,8.0,8.0,Health & Wellness,Health/Medical,No,2.0,2.0,other,1.0,45.0,1732.0,gpt-5
24899493,68aa2fd6-cc68-8330-925b-d2df289c28f5,1755983847.87233,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,No,6.0,0.0,Health & Wellness,Health/Medical,No,0.0,1.0,en,1.0,44.0,433.0,gpt-5
24899493,68aa0c41-3578-832d-9c5f-59743c21b8ae,1755974742.411802,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,0.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,1.0,44.0,686.5,gpt-5
24899493,68a967a3-e304-8324-a65f-ca33015946c8,1755932621.262715,purchasable_products,Seeking Information,Asking,Personal,Yes,No,6.0,12.0,Health & Wellness,Health/Medical,No,3.0,4.0,en,2.0,26.5,2228.4,gpt-5
24899493,68a8c756-6274-8330-9edf-0119c02c2aa9,1755891724.235125,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,12.0,Health & Wellness,Health/Medical,No,2.0,4.0,en,3.0,21.666666666666668,1130.5,gpt-5
24899493,68a388bf-40d4-8329-b441-8b36284b9ad1,1755548009.383371,purchasable_products,Seeking Information,Asking,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,No,3.0,8.0,en,4.0,10.75,1864.375,gpt-5
24899493,68a340de-8bd4-8328-acf7-cab8676f3e64,1755529769.044219,purchasable_products,Seeking Information,Doing,Personal,No,Yes,4.0,12.0,Health & Wellness,Health/Medical,Yes,3.0,15.0,en,7.0,31.857142857142858,1478.9,gpt-5
24899493,68a1670e-a138-8333-b32b-3212f6850331,1755451393.567,purchasable_products,Seeking Information,Asking,Personal,,,8.0,0.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,2.0,48.0,1663.75,gpt-5
24899493,68a0e37c-3548-832b-a00f-9bd578396e8c,1755374480.216477,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,0.0,0.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,1.0,39.0,448.0,gpt-5
24899493,689c782d-fb10-8329-8d34-ea0eb052561d,1755084907.4576,create_an_image,Multimedia,Doing,Personal,Yes,No,6.0,10.0,Health & Wellness,Health/Medical,No,1.0,2.0,en,2.0,25.0,1051.5,gpt-5
24899493,689a4a35-77e4-8325-a2e1-00762aefb2d1,1755033789.468,purchasable_products,Seeking Information,Asking,Personal,No,Yes,9.0,14.0,Health & Wellness,Health/Medical,No,1.0,15.0,en,13.0,35.69230769230769,1374.85,gpt-5
24899493,689af3d7-a95c-8328-b229-cb1e3b167ad1,1754985441.699379,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,4.0,0.0,0.0,
24899493,689a4dbe-3f54-8323-b78e-ff492392dbe1,1754943146.579406,purchasable_products,Seeking Information,Asking,Personal,,,6.0,12.0,Health & Wellness,Health/Medical,No,4.0,11.0,en,9.0,19.666666666666668,745.1764705882352,gpt-5
24899493,6899bde1-59c8-832a-bc36-295c18866117,1754906195.964925,purchasable_products,Seeking Information,Asking,Personal,No,Yes,6.0,10.0,Health & Wellness,Health/Medical,No,1.0,3.0,en,2.0,65.5,1311.4,gpt-5
24899493,68973ceb-a3e4-8330-8cb9-0356c27a9044,1754742021.332608,purchasable_products,Seeking Information,Asking,Personal,No,No,8.0,0.0,Health & Wellness,Health/Medical,No,3.0,2.0,en,1.0,84.0,1219.3333333333333,gpt-5
24899493,6895bde3-80d8-8328-b57a-a7a188701df2,1754643974.275499,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,10.0,0.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,1.0,76.0,793.5,gpt-5
24899493,6895a0b7-d220-832a-bce4-25da032cf73c,1754636700.56986,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,12.0,Health & Wellness,Health/Medical,No,0.0,4.0,en,2.0,87.0,1134.6666666666667,gpt-5
24899493,688e335e-92dc-8004-811a-0a66bc1527e0,1754192929.005,health_fitness_beauty_or_self_care,Practical Guidance,Expressing,Personal,,,6.0,0.0,Image Processing Requests,Content Creation,No,0.0,1.0,other,1.0,27.0,863.0,gpt-4o
24899493,688de700-5084-8004-9469-b9123c4b61e5,1754173434.566,specific_info,Seeking Information,Asking,Personal,No,No,6.0,0.0,Image Processing Requests,Content Creation,No,0.0,3.0,en,2.0,41.5,1297.75,gpt-4o
24899493,688dda55-0960-8004-9880-706245597a62,1754127026.093594,purchasable_products,Seeking Information,Expressing,Personal,No,No,1.0,12.0,Buying Guide,Finance/Earning,No,2.0,4.0,en,2.0,24.5,903.0,gpt-4o
24899493,688cc7b4-6b5c-8004-b8b3-9dd6cefc493f,1754056925.587308,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,No,10.0,12.0,Health & Wellness,Health/Medical,No,4.0,8.0,en,8.0,28.25,878.0,gpt-4o
24899493,688610dc-432c-8004-8a5f-b13ffa35105c,1753616614.545706,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,4.0,0.0,0.0,
24899493,68835c19-cc10-8004-9b75-92f7592601d6,1753439342.695975,create_an_image,Multimedia,Doing,Personal,No,Yes,8.0,10.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,2.0,29.0,456.7142857142857,gpt-4o
24899493,68830b1e-05e0-8004-818a-2c02ca040984,1753418596.876653,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,10.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,2.0,31.0,783.3333333333334,gpt-4o
24899493,68829813-ab98-8004-9caf-81d12223b14c,1753391613.691115,unclear,Other/Unknown,Expressing,Personal,No,Yes,8.0,12.0,Health & Wellness,Health/Medical,Yes,1.0,8.0,en,5.0,24.6,1049.9,gpt-4o
24899493,68826a59-6768-8004-b645-e42e08e05e1c,1753377380.995481,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,No,1.0,0.0,Health & Wellness,Health/Medical,No,1.0,1.0,other,1.0,16.0,1137.0,gpt-4o
24899493,68822a0b-b654-8004-9025-707e5b4d9feb,1753360983.540503,health_fitness_beauty_or_self_care,Practical Guidance,Expressing,Personal,No,Yes,3.0,10.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,2.0,20.0,1384.6666666666667,gpt-4o
24899493,687e0a58-dfc0-8004-9946-551bdcc8eaec,1753090650.30862,unclear,Other/Unknown,Expressing,Personal,Yes,No,0.0,0.0,,,Yes,0.0,0.0,en,1.0,61.0,706.5,gpt-4o
24899493,687b70b3-5c5c-8004-a5f3-e40137201fdd,1752920244.616344,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,en,1.0,59.0,901.5,gpt-4o
24899493,6878fa21-7700-8004-9451-73af260d1ed3,1752758817.942444,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,0.0,0.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,1.0,28.0,905.0,gpt-4o
24899493,687772a5-bc50-8004-8e83-324c6a2100c8,1752660588.356365,how_to_advice,Practical Guidance,Asking,Personal,Yes,No,8.0,12.0,Buying Guide,Finance/Earning,No,0.0,3.0,en,2.0,70.5,789.0,gpt-4o
24899493,687535f0-52bc-8004-ab8a-45318d2137cc,1752511984.629273,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,8.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,1.0,55.0,516.5,gpt-4o
24899493,686cd8d8-981c-8004-ac21-bd1b17a165bf,1751963865.058403,specific_info,Seeking Information,Doing,Personal,No,Yes,6.0,0.0,Current Affairs,Current Affairs,No,0.0,2.0,en,1.0,64.0,140.625,gpt-4o
24899493,686cd6fc-c5f8-8004-869c-78e27e405cf4,1751963395.785919,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,11.0,0.0,0.0,
24899493,68637c4d-fed8-8004-a99c-9b9eaf8a804a,1751350404.112319,analyze_an_image,Multimedia,Asking,Personal,No,Yes,6.0,8.0,Image Processing Requests,Content Creation,No,1.0,4.0,en,3.0,41.333333333333336,95.0625,gpt-4o
24899493,686192e7-2210-8004-bde9-c1670df2a26d,1751225157.454077,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,No,1.0,4.0,en,2.0,45.5,1433.0,gpt-4o
24899493,685d759b-eeb4-8004-9f94-379ae944da68,1750955421.554234,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,Yes,0.0,0.0,en,1.0,63.0,1105.0,gpt-4o
24899493,685869d1-2754-8004-9b92-3dec0e7bbcbb,1750624721.369657,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,6.0,Health & Wellness,Health/Medical,No,0.0,3.0,en,1.0,53.0,480.0,gpt-4o
24899493,685816bc-903c-8004-8c3c-4d7a8926c499,1750603461.649195,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,6.0,0.0,0.0,
24899493,68568b46-43e8-8004-a97e-ec95719a5d0a,1750584160.701,how_to_advice,Practical Guidance,Asking,Personal,Yes,Yes,8.0,10.0,Health & Wellness,Health/Medical,No,0.0,4.0,en,3.0,42.66666666666666,1063.0,gpt-4o
24899493,6852d046-32c8-8004-9fc3-b7d16151621b,1750257854.592283,generate_or_retrieve_other_media,Multimedia,Doing,Coursework,Yes,Yes,6.0,8.0,Religious Queries,Religion,No,2.0,6.0,en,2.0,71.5,1453.5,gpt-4o
24899493,685061dc-468c-8004-aac9-3c410ec009bb,1750098629.588386,mathematical_calculation,Technical Help,Expressing,Coursework,No,Yes,6.0,8.0,University Related,Education/Academic,Yes,0.0,2.0,en,2.0,48.5,596.3333333333334,gpt-4o
24899493,68506019-5c2c-8004-bc39-7b9d02d167fd,1750097945.652482,specific_info,Seeking Information,Asking,Coursework,No,No,12.0,12.0,University Related,Education/Academic,No,0.0,1.0,other,1.0,9.0,689.5,gpt-4o
24899493,684ed654-2770-8004-b7fc-8a99f222d038,1749997373.227986,purchasable_products,Seeking Information,Asking,Personal,No,No,6.0,8.0,Health & Wellness,Health/Medical,No,2.0,3.0,en,2.0,46.5,447.54545454545456,gpt-4o
24899493,683e815c-5978-8004-bc03-2caa7185a7ab,1748928040.126,mathematical_calculation,Technical Help,Doing,Coursework,Yes,Yes,8.0,12.0,University Related,Education/Academic,No,0.0,4.0,en,3.0,48.0,1012.5,gpt-4o
24899493,683a6122-9e44-8004-9f77-f6f10294fac1,1748656568.873356,tutoring_or_teaching,Practical Guidance,Doing,Coursework,No,No,6.0,8.0,English Language Help,Translation/Language,No,5.0,7.0,en,3.0,49.333333333333336,758.5,gpt-4o
24899493,6839b860-be6c-8004-8b04-21a9e6f5a419,1748613217.090512,personal_writing_or_communication,Writing,Doing,Coursework,Yes,No,10.0,10.0,Microsoft Word Basics,Programming/Tech,No,3.0,3.0,en,1.0,63.0,1278.5,gpt-4o
24899493,6839aeb6-40e4-8004-ab1c-9318e9084b5e,1748613077.345538,generate_or_retrieve_other_media,Multimedia,Doing,Coursework,No,No,8.0,10.0,Writing Help,Writing/Creative,No,3.0,4.0,en,2.0,88.5,1014.25,gpt-4o
24899493,68386070-28ac-8004-a4dc-f1ef8e119990,1748525243.603,mathematical_calculation,Technical Help,Doing,Coursework,No,Yes,12.0,13.0,Mathematics,Education/Academic,No,0.0,5.0,en,2.0,22.0,1449.0,gpt-4o
24899493,6837b5b8-1020-8004-9ec1-c1fab94ad017,1748481511.480957,tutoring_or_teaching,Practical Guidance,Doing,Coursework,No,Yes,8.0,13.0,Mathematics,Education/Academic,No,0.0,4.0,en,2.0,28.5,1326.75,gpt-4o
24899493,6834abf1-e808-8004-8dc0-815b43037b48,1748283145.882,computer_programming,Technical Help,Asking,Coursework,Yes,Yes,12.0,12.0,Programming,Programming/Tech,Yes,0.0,8.0,en,4.0,50.75,804.6,gpt-4o
24899493,68343a53-59c0-8004-b06e-d30bc2d0b6f4,1748254121.711,computer_programming,Technical Help,Expressing,Coursework,No,Yes,12.0,13.0,Programming,Programming/Tech,Yes,0.0,5.0,en,4.0,127.75,549.8333333333334,gpt-4o
24899493,68331ea4-7688-8004-a11a-9a66091c1dce,1748180748.501,tutoring_or_teaching,Practical Guidance,Expressing,Coursework,No,Yes,12.0,12.0,Programming,Programming/Tech,No,1.0,14.0,en,73.0,187.83561643835617,270.2763157894737,gpt-4-1-mini;gpt-4o
24899493,682df313-f0a4-8004-b4fc-7422109bd812,1747841812.494656,purchasable_products,Seeking Information,Asking,Personal,Yes,No,8.0,8.0,Health & Wellness,Health/Medical,No,0.0,2.0,en,1.0,35.0,1171.0,gpt-4o
24899493,68299d37-a6bc-8004-a013-a5931e2410cc,1747557704.890284,edit_or_critique_provided_text,Writing,Doing,Coursework,No,No,6.0,12.0,Web Development Basics,Programming/Tech,No,0.0,3.0,en,2.0,27.0,1083.3333333333333,gpt-4o
24899493,682854f7-00f8-8004-b4c8-275db1636176,1747473655.225287,generate_or_retrieve_other_media,Multimedia,Asking,Personal,No,No,6.0,0.0,University Related,Education/Academic,No,1.0,2.0,en,1.0,56.0,324.0,gpt-4o
